name,aka,page_start,page_end,row_count,chars_count,ks.,firstlast,dob
"Nyman, Bruno Valdemar",,305,305,67,2869,0,Bruno Valdemar Nyman,15.8.1904
"Nyman, Väinö",,305,307,154,5907,0,Väinö Nyman,
"Nymark, K. Axel",,307,307,2,82,0,K. Axel Nymark,
"Nyström, Kalle",Karl Viktor Nyström,307,307,8,316,0,Kalle Nyström,28.1.1865
"Nyyssölä, Eino Santeri",Kauko Kennäs; aik. Stenlund,307,307,21,864,0,Eino Santeri Nyyssölä,
"Näsi, Valde Jaakko",,307,307,22,971,0,Valde Jaakko Näsi,21.7.1903
"Näätänen, Ilma","ks. Virtala, Ilma",307,307,2,18,1,Ilma Näätänen,
O.H.,"ks. Haini, Onni",307,307,1,15,1,O.H.,
O.K.,"ks. Kosonen, Otto",307,307,1,17,1,O.K.,
O.T.,"ks. Talvitie, Oiva",307,307,1,18,1,O.T.,
"Oinasmies, Ohto","ks. Kosonen, Otto",307,308,2,47,1,Ohto Oinasmies,
"Oinonen, Otto",,308,308,12,468,0,Otto Oinonen,27.11.1898
"Oja, Oskari","ks. Kari-Oja, O.S.",308,308,1,18,1,Oskari Oja,
"Ojajärvi, Aulis Onni",,308,308,35,1471,0,Aulis Onni Ojajärvi,5.4.1913
"Ojaniemi, Arvi",Arvid Johannes Ojaniemi,308,308,9,326,0,Arvi Ojaniemi,9.12.1905
"Ojanne, Antero /salanimi/",,308,308,2,79,0,Antero /salanimi/ Ojanne,
"Ojanne, Maili","ks. Karimaa, Maila",308,308,1,18,1,Maili Ojanne,
"Oksanen, Kerttu Matilda",,308,308,6,213,0,Kerttu Matilda Oksanen,12.1.1902
Olaus,"ks. Linnus, Olavi",308,308,1,17,1,Olaus,
"Olin, Ulla",Ulla Helena Olin-Nilson,308,309,49,2115,0,Ulla Olin,10.8.1920
"Olin-Nilson, Ulla","ks. Olin, Ulla",309,309,1,14,1,Ulla Olin-Nilson,
Olli,"Väinö Albert Nuorteva, v:een 1919 Nyberg",309,310,198,8552,0,Olli,12.12.1889
"Ollikainen, Eetu",Eljas Saarelainen; Kalle Kukkonen,310,311,24,948,0,Eetu Ollikainen,14.1.1889
"Ollikainen, Toini","ks. Havu, Toini",311,311,1,15,1,Toini Ollikainen,
"Ollikainen, Urho",,311,311,7,328,0,Urho Ollikainen,9.6.1901
"Ollinaho, Eeva","Hilppa Kaarina Krannila, o.s. Haapaniemi",311,311,7,241,0,Eeva Ollinaho,12.10.1909
Olli-setä,"ks. Paloheimo, Oiva",311,311,1,19,1,Olli-setä,
"Olsoni, Emerik",,311,311,60,2455,0,Emerik Olsoni,11.2.1887
Onni-setä,"ks. Haini, Onni",311,312,2,54,1,Onni-setä,
Onttoni Miihkali,ks. Miihkali Onttoni,312,312,1,20,1,Onttoni Miihkali,
"Orjanheimo, Osmo",Jaakko Kemilä,312,312,9,360,0,Osmo Orjanheimo,11.7.1879
"d’Ornot, Alex","ks. Nuorvala, Kaarlo",312,312,1,20,1,Alex d’Ornot,
"Osva, Osmo",Osmo Salonen,312,312,13,430,0,Osmo Osva,
"Oterdahl, Aina Johanna",Petra Karr,312,312,13,444,0,Aina Johanna Oterdahl,20.3.1886
"Ottonen, Lempi Liisa",,312,312,17,687,0,Lempi Liisa Ottonen,27.11.1901
"Oura, Vappu",Vappu Oura-Pylkkänen; Saimi Greta Valborg Pylkkänen,312,312,18,594,0,Vappu Oura,8.10.1897
Outi,"ks. Voutilainen, Lyyli",312,312,1,22,1,Outi,
Outsider,"William B. Harrow, Henrik Horna,; Arne Koski, Victor Mario; Aarne Viktor Haapakoski, aik. Laitinen",312,316,478,19125,0,Outsider,18.3.1904
"Paajanen, Edla","ks. Piukka, Annikki",316,316,1,19,1,Edla Paajanen,
"Paalanen, Esteri",ks. Kaarina,316,316,1,11,1,Esteri Paalanen,
"Paasi, Varpu",Elli Koskinen,316,316,3,107,0,Varpu Paasi,
"Paavilainen, Albert","ks. Uramo, Apso",316,316,1,15,1,Albert Paavilainen,
"Paavolainen, Olavi",Olavi Lauri,316,318,178,7984,0,Olavi Paavolainen,17.9.1903
"Paavonkallio, T.W.","Heikki Hyvinkää, T.-o.; Toivo Walfrid Valentin Paavonkallio",318,318,63,2366,0,T.W. Paavonkallio,24.3.1908
"Pahkala, Sulo",,318,318,3,122,0,Sulo Pahkala,
"Pajaniemi, Maria",Rakel Maria Lyytinen,318,319,20,803,0,Maria Pajaniemi,12.5.1901
"Pajari, M.",Taurus; Tyyne Maria (Maija) Rautio,319,319,29,1047,0,M. Pajari,6.2.1900
"Pajunen, Terttu","ks. Pajunen-Kivikäs, Terttu",319,319,1,27,1,Terttu Pajunen,
"Pajunen-Kivikäs, Terttu","Terttu Pajunen, Paprika",319,319,70,2730,0,Terttu Pajunen-Kivikäs,27.11.1898
"Pakkala, Erkki","ks. Routa, Jussi",319,320,2,47,1,Erkki Pakkala,
"Palenius, K.G.",,320,320,1,36,0,K.G. Palenius,
Palle,"ks. Hirviseppä, Reino",320,320,1,21,1,Palle,
Palle-setä,"ks. Hirviseppä, Reino",320,320,1,21,1,Palle-setä,
"Palma, Salme","ks. Similä, Aapo",320,320,1,16,1,Salme Palma,
"Palmberg, Harry Henrik",Patsch,320,320,24,938,0,Harry Henrik Palmberg,13.12.1891
"Paimen, Aili Inkeri","Aili Palmen-Suolahti,; Aili Suolahti",320,321,134,5117,0,Aili Inkeri Paimen,18.10.1917
"Palmen-Suolahti, Aili","ks. Paimen, Aili",321,321,1,16,1,Aili Palmen-Suolahti,
"Palmer, Bob","ks. Nuorvala, Kaarlo",321,321,1,20,1,Bob Palmer,
"Palmgren, Raoul Oskar Gänge-Rolf Armin","Hapan, R. Palomeri",321,322,59,2528,0,Raoul Oskar Gänge-Rolf Armin Palmgren,12.1.1912
"Palmgren-Lindroos, Saga",ks. Therman Saga,322,322,1,16,1,Saga Palmgren-Lindroos,
"Palmroth, Geo",M.P.-V.; Yrjö Mikael Palmroth-Vasunta,322,322,26,1056,0,Geo Palmroth,12.4.1891
"Palmroth, R.W.","ks. Hirviseppä, Reino",322,322,1,21,1,R.W. Palmroth,
"Palmroth-VVasunta, Mikael","ks. Palmroth, Geo",322,322,1,17,1,Mikael Palmroth-VVasunta,
"Paloheimo, Eino Eelis",v:een 1906 Brander,322,322,22,881,0,Eino Eelis Paloheimo,16.5.1901
"Paloheimo, Helmi",,322,322,1,37,0,Helmi Paloheimo,
"Paloheimo, Oiva Aukusti",Olli-setä,322,324,190,8340,0,Oiva Aukusti Paloheimo,2.9.1910
"Palola, Aksel Eino",v:een 1906 Brander,324,325,166,6398,0,Aksel Eino Palola,6.9.1885
"Palola, Katri","ks. Ingman, Katri",325,325,1,17,1,Katri Palola,
"Palolampi, Alvar Erkki Bruuno",v:een 1927 Sundström,325,325,33,1354,0,Alvar Erkki Bruuno Palolampi,1.6.1908
"Palomeri, R.","ks. Palmgren, Raoul",325,325,1,19,1,R. Palomeri,
"Palsbo, Eija-Liisa",,325,326,130,5016,0,Eija-Liisa Palsbo,24.4.1912
Paprika,"ks. Pajunen-Kivikäs, Terttu",326,326,1,27,1,Paprika,
"Parikka, Jalmari Fabian",,326,327,12,499,0,Jalmari Fabian Parikka,16.10.1891
"Parland, Eva","ks. Wichman, Eva",327,327,1,16,1,Eva Parland,
"Parland, Heidi",Heidi Enckell,327,327,53,2147,0,Heidi Parland,30.9.1902
"Parland, Henry George William",,327,328,68,3050,0,Henry George William Parland,29.7.1908
"Parland, Ralf Fredrik Tomas",,328,329,170,7206,0,Ralf Fredrik Tomas Parland,21.6.1914
"Partanen, Eino","ks. Kääriäinen, Arvi",329,329,1,20,1,Eino Partanen,
"Partanen, Jorma Ensio",,329,330,86,3348,0,Jorma Ensio Partanen,22.12.1906
"Partanen, Reino",,330,330,1,47,0,Reino Partanen,
"Parviainen, Else","ks. Mattila, Else",330,330,1,17,1,Else Parviainen,
"Patokoski, P.",,330,330,5,168,0,P. Patokoski,
Patsch,"ks. Palmberg, Harry",330,330,1,19,1,Patsch,
"Paulaharju, Samuli",,330,331,96,4012,0,Samuli Paulaharju,14.4.1875
"Pausama, Henrik",Armas Peltonen,331,331,40,1718,0,Henrik Pausama,18.4.1888
"Pehkonen, Reinh.","ks. Kotijärvi, Hellä",331,331,1,20,1,Reinh. Pehkonen,
"Peippo, Aune Helena",,331,331,22,914,0,Aune Helena Peippo,11.11.1906
"Peira, Erä",,331,331,2,57,0,Erä Peira,
"Peitsalo, Oiva Ilmari",,331,332,9,346,0,Oiva Ilmari Peitsalo,20.12.1901
"Pekari, Ida Karoliina","Ida Piikki, Tiina T.",332,332,49,1976,0,Ida Karoliina Pekari,16.9.1894
"Pekkanen, Toivo Rikhart",,332,335,371,16944,0,Toivo Rikhart Pekkanen,10.9.1902
"Pekkarinen, Aino Elina",,335,335,38,1608,0,Aino Elina Pekkarinen,10.10.1901
"Pekkarinen, Tatu",Ilmari Mäkitie; Taavetti Pekkarinen,335,336,72,2803,0,Tatu Pekkarinen,6.12.1892
"Pekkola, Helmi Dagmar",,336,336,31,1069,0,Helmi Dagmar Pekkola,13.12.1886
"Pekkola, Sulo-Weikko",,336,336,29,1067,0,Sulo-Weikko Pekkola,23.3.1890
"Pelkonen, Väinö Armas",Dan Morris,336,337,78,3013,0,Väinö Armas Pelkonen,23.3.1894
"Pellinen, Annikki",,337,337,11,486,0,Annikki Pellinen,
"Pellinen, Kyllikki",Kyllikki Immonen,337,337,21,764,0,Kyllikki Pellinen,19.12.1912
"Peltomäki, Tauno Tapio",,337,338,42,1750,0,Tauno Tapio Peltomäki,27.2.1914
"Peltonen, Armas","ks. Pausama, Henrik",338,338,1,19,1,Armas Peltonen,
"Peltonen, Lempi","ks. Kepilä-Peltonen, Lempi",338,338,1,26,1,Lempi Peltonen,
"Peltonen, Oke Aarne Thorvald",Tuomas Pyy,338,338,25,867,0,Oke Aarne Thorvald Peltonen,8.7.1909
"Pennanen, Säde Eila Talvikki",,338,341,381,15691,0,Säde Eila Talvikki Pennanen,8.2.1916
"Pennanen, Jarno Elisar",,341,342,89,3818,0,Jarno Elisar Pennanen,8.10.1906
"Penttilä, Simo","Akseli Koskensalpa, Artturi Koskensalpa; Uuno Ilmari Hirvonen",342,344,325,13022,0,Simo Penttilä,24.12.1898
Pere Noble,Svante Dahlström,344,344,45,1746,0,Pere Noble,14.10.1883
"Perälä, A.V.",A K Haarnoja,344,345,9,310,0,A.V. Perälä,
"Perälä, Lauri Edvard",,345,345,20,893,0,Lauri Edvard Perälä,3.8.1881
"Pesonen, Leo","ks. Eräs, Antti",345,345,1,15,1,Leo Pesonen,
"Petersen Dyggve, Holger Niels",v:een 1928 Petersen,345,345,52,2148,0,Holger Niels Petersen Dyggve,11.6.1880
"Pettersin, Sakari","ks. Salovaara, Sakari",345,345,1,21,1,Sakari Pettersin,
Piccolino,"ks. Hällström, Raoul af",345,345,1,23,1,Piccolino,
"Pieti, A.K.",,345,345,2,90,0,A.K. Pieti,
"Pietilä, Väinö",,345,346,5,168,0,Väinö Pietilä,
"Piha, Tapio","ks. Koltta, Eero",346,346,1,16,1,Tapio Piha,
"Pihlaja, Inkeri",Maria Ingrid Pihlaja,346,346,14,526,0,Inkeri Pihlaja,14.6.1900
"Pihlava, Liisa",Siiri Kajava,346,346,3,115,0,Liisa Pihlava,
"Pii, Paavo",,346,346,1,28,0,Paavo Pii,
"Piikki, Ida","ks. Pekari, Ida",346,346,1,15,1,Ida Piikki,
"Piipponen, Yrjö",,346,346,1,22,0,Yrjö Piipponen,
"Piirainen, Väinö","ks. Kainuu, Väinö",346,346,1,17,1,Väinö Piirainen,
"Piirala, A.",,346,346,2,82,0,A. Piirala,
"Piispanen, Benno A.","Benno Santeri Levas, v:een 1936 Lehmann",346,346,32,1276,0,Benno A. Piispanen,8.2.1899
"Pilgrim, Richard",Richard Nyman,346,346,3,72,0,Richard Pilgrim,
"Pimiä, Ilmari Eino",,346,347,63,2914,0,Ilmari Eino Pimiä,19.6.1897
"Pire, Pekka","ks. Laikka, Joel",347,347,1,16,1,Pekka Pire,
"Pirhonen, Valter Teodor",,347,347,7,274,0,Valter Teodor Pirhonen,8.10.1897
"Pirkka, Yrjänä","ks. Ilmari, Erkki",347,347,1,17,1,Yrjänä Pirkka,
"Pirttilä, Anja","ks. Nuorpuu, Helga",347,347,1,18,1,Anja Pirttilä,
"Pirttiperä, Arvi","ks. Veenkivi, Olavi",347,347,1,19,1,Arvi Pirttiperä,
"Piukka, Annikki",Edla Paajanen,347,347,17,664,0,Annikki Piukka,4.8.1889
"Pohjakallio, K.A.","Karl Aksel Pohjakallio, v:een 1906 Petrelius",347,348,79,3156,0,K.A. Pohjakallio,11.3.1904
"Pohjata, Kyllikki",,348,348,12,469,0,Kyllikki Pohjata,11.11.1894
"Pohjanmies, Aarne","ks. Mustasalo, Aarne",348,348,1,20,1,Aarne Pohjanmies,
"Pohjonen, Saima","ks. Taula, S.S.",348,348,1,15,1,Saima Pohjonen,
"Poijärvi, Liisu",ks. Vanha Nunna,348,348,1,15,1,Liisu Poijärvi,
"Porio, Kaarle Ensio Johannes","Aik. Borg, myöh. Linnola",348,349,13,533,0,Kaarle Ensio Johannes Porio,11.6.1897
"Porras, Kirsti Hellin","Kerttu Niemi, Cathelyn Steve",349,349,60,2269,0,Kirsti Hellin Porras,4.12.1908
"Portimo, Erkki",/salanimi/,349,349,4,114,0,Erkki Portimo,
"Poutanen, E.",,349,349,2,72,0,E. Poutanen,
"Presas, Arkadius",,349,349,18,773,0,Arkadius Presas,28.10.1870
"Prinkki, Aulikki","ks. Sinervo, Elvi",349,349,1,17,1,Aulikki Prinkki,
"Procope, Fritiof Georg Fredric",,349,350,18,664,0,Fritiof Georg Fredric Procope,22.10.1873
"Pukkila, Jussi",Juho Jaakko Pukkila,350,350,19,763,0,Jussi Pukkila,11.3.1883
"Pukonen, Elsa",Hilkka Heimo,350,350,39,1585,0,Elsa Pukonen,9.11.1897
"Puljava, Sulo",,350,350,2,80,0,Sulo Puljava,
"Pulla, Armas J.","Kapteeni L. Rainio, Kapteeni Leo Rainio,; Leo Rainio; Armas Josef Pulla",350,352,237,9256,0,Armas J. Pulla,29.3.1904
"Pulli, Eero A.","Eetu Kivelä, Swing; Eero Anton Pulli",352,353,56,2273,0,Eero A. Pulli,1.1.1902
"Punanen, Sasu",Kaarlo Yrjö Räisänen,353,353,16,643,0,Sasu Punanen,16.2.1888
"Puputti, Elsa",,353,353,5,161,0,Elsa Puputti,
"Purje, Paula","ks. Erjakka, Helvi",353,353,1,18,1,Paula Purje,
"Purola, Jussi K.",,353,353,2,86,0,Jussi K. Purola,
"Putki, Samuli /salanimi/",,353,353,5,206,0,Samuli /salanimi/ Putki,
"Puttonen, Vilho",V. Laikko,353,353,28,1109,0,Vilho Puttonen,7.4.1906
"Pylkkänen, Arvo A.",Armas Järkäle; Arvo Armas Pylkkänen,353,353,19,772,0,Arvo A. Pylkkänen,18.3.1898
"Pylkkänen, Saimi","ks. Oura, Vappu",353,354,2,46,1,Saimi Pylkkänen,
"Pyrhönen, Tyyne Martta",Tyyne Häkkinen,354,354,18,650,0,Tyyne Martta Pyrhönen,4.1.1908
"Pyttynen, Emil","ks. Jarga, Azlag",354,354,1,16,1,Emil Pyttynen,
"Pyy, Tuomas","ks. Peltonen, Oke",354,354,1,17,1,Tuomas Pyy,
"Pyykönen, Hilippa",,354,354,2,85,0,Hilippa Pyykönen,
"Pähkinälinna, Paul","Vakkilainen, Pauli",354,354,5,169,0,Paul Pähkinälinna,
Päivänpoika,"ks. Liinamaa, Verner",354,354,1,20,1,Päivänpoika,
"Pälsi, Aino Maria Gabriella",,354,354,23,849,0,Aino Maria Gabriella Pälsi,24.3.1885
"Pälsi, Sakari Lemmitty",,354,356,201,8531,0,Sakari Lemmitty Pälsi,9.7.1882
"Pärnänen, E.",Eevertti Pärnänen,356,356,17,617,0,E. Pärnänen,10.7.1881
"Pärnänen, Niilo","ks. Karila, Olli",356,356,1,16,1,Niilo Pärnänen,
"Pätsi, Renne",,356,356,2,51,0,Renne Pätsi,
"Pöyhönen, Ville",,356,356,2,94,0,Ville Pöyhönen,
"Pöysti, W.M.",Wäinö Matti Pöysti,356,356,13,508,0,W.M. Pöysti,5.3.1882
"Qvarnström, Ingrid","Paul Nylander, Stina Stälfelt",356,357,59,2431,0,Ingrid Qvarnström,15.2.1891
R.H.,"ks. Hirviseppä, Reino",357,357,1,21,1,R.H.,
R.K.,"ks. Kansanen, Rakel",357,357,1,19,1,R.K.,
"Rae, Ange","ks. Katve, Ange",357,357,1,15,1,Ange Rae,
"Rae, Kalle","ks. Erho, Kaarlo",357,357,1,16,1,Kalle Rae,
"Raes, Margit",Margit Alvesalo,357,357,3,80,0,Margit Raes,
"Raila, Hellä",Hellä Ruth Silfvast,357,357,28,1066,0,Hellä Raila,19.6.1902
"Railo, Rudolf","ks. Tulimaa, Ilmari",357,357,1,19,1,Rudolf Railo,
"Rainio, Leo","ks. Pulla, Armas J.",357,358,2,47,1,Leo Rainio,
"Raita, Toivo",v:een 1922 Espoo,358,358,23,829,0,Toivo Raita,13.3.1893
"Rajakoski, Veikko",V.V. Vasara; Veikko Vainikainen,358,358,51,1854,0,Veikko Rajakoski,14.3.1902
Raila,Ida Wahlman,358,358,2,62,0,Raila,
"Ramstedt, Raf.",Gustaf Johan Rafael Ramstedt,358,358,6,246,0,Raf. Ramstedt,14.6.1888
"Rancken, A.W.",Arne Wilhelm Rancken,358,359,34,1354,0,A.W. Rancken,28.6.1880
"Rancken, Gunnar Engelbrekt",,359,359,25,1071,0,Gunnar Engelbrekt Rancken,2.7.1890
"Rannanpää, Kari",Eino Kukkonen,359,359,5,153,0,Kari Rannanpää,
"Ranne, Helmi Vilhelmiina",aik. Renvall,359,359,7,251,0,Helmi Vilhelmiina Ranne,1.9.1892
"Rantala, Armas",,359,359,2,81,0,Armas Rantala,
"Rantala, Heikki",,359,359,2,88,0,Heikki Rantala,
"Rantalainen, Taju","ks. Salla, Irja",359,359,1,15,1,Taju Rantalainen,
"Rantamaa, Antti J.",Pohto Pojanpoika; Antti Johannes Rantamaa,359,360,37,1386,0,Antti J. Rantamaa,26.11.1904
"Rantanen, Riku",,360,360,6,268,0,Riku Rantanen,
"Rantanen, Vilho Einari",,360,361,116,4715,0,Vilho Einari Rantanen,16.2.1899
"Rantanen, Väinö","ks. Laaksonen, A.",361,361,1,17,1,Väinö Rantanen,
"Rantavaara, Irma Irene",,361,361,44,1886,0,Irma Irene Rantavaara,4.5.1908
"Rantoja, Juho Waldemar",,361,363,211,8772,0,Juho Waldemar Rantoja,12.4.1904
"Rapola, Sirkka",Kaija Vaara; Sirkka Talvikki Rapola-Kalijärvi,363,364,157,6365,0,Sirkka Rapola,21.11.1905
"Rapola-Kalijärvi, Sirkka","ks. Rapola, Sirkka",364,364,1,18,1,Sirkka Rapola-Kalijärvi,
"Rapp, Aarne Aleksander",Aarne Rappi,364,364,11,414,0,Aarne Aleksander Rapp,13.5.1897
"Rappi, Aarne","ks. Rapp, Aarne",364,364,1,15,1,Aarne Rappi,
"Raski, H.",Herman Raski,364,364,9,358,0,H. Raski,24.1.1898
"Rasti, Annikki",Annikki Repo,364,364,12,492,0,Annikki Rasti,12.5.1903
"Rauanheimo, Betty","ks. Järnefelt-Rauanheimo, Betty",364,365,2,64,1,Betty Rauanheimo,
"Rauanheimo, Reino",v:een 1906 Järnefelt,365,365,77,3195,0,Reino Rauanheimo,14.11.1901
"Rauanheimo, Uljas","ks. Nurmes, U.V.",365,365,1,16,1,Uljas Rauanheimo,
"Rauanheimo, Yrjö Sakari",v:een 1906 Järnefelt,365,366,36,1407,0,Yrjö Sakari Rauanheimo,6.3.1904
"Rauma, Leander",,366,366,2,80,0,Leander Rauma,
"Raunio, Pentti",,366,366,4,185,0,Pentti Raunio,
"Rauta, Viljo",Asko Sorro; Viljo Kalervo Niukkenen,366,366,59,2228,0,Viljo Rauta,21.9.1902
"Rautajärvi, Arti",,366,366,3,106,0,Arti Rautajärvi,
"Rautakoura, Johannes",Antti Leopold Hintikka,366,367,43,1791,0,Johannes Rautakoura,15.11.1891
"Rautala, Aku",Aukusti Ripatti,367,367,26,1056,0,Aku Rautala,16.8.1896
"Rautamaa, Liisa",Sylvi Silvo,367,367,4,151,0,Liisa Rautamaa,
"Rautapalo, Tauno","ks. Rautapalo-Rapp, T.",367,367,1,22,1,Tauno Rautapalo,
"Rautapalo-Rapp, T.","Tauno Erik Rautapalo, v:een 1933 Rapp",367,368,68,2720,0,T. Rautapalo-Rapp,29.11.1914
"Rautio, Markus",ks. Markus-setä,368,368,1,15,1,Markus Rautio,
"Rautio, Tyyne","ks. Pajari, M.",368,368,1,14,1,Tyyne Rautio,
"Ravi, Arvi",Vihtori Hartikainen,368,368,10,362,0,Arvi Ravi,21.10.1902
"Reille, Nils Runar","ks. Reihe, Run",368,368,1,14,1,Nils Runar Reille,
"Reihe, Run",Nils Runar Reihe,368,368,6,201,0,Run Reihe,3.2.1901
"Reijonen, Annikki",,368,368,17,693,0,Annikki Reijonen,24.5.1897
"Reijonen, Tuuli",Meri Horsma; Tuuli Reijonen-Uibopuu,368,369,76,3119,0,Tuuli Reijonen,19.10.1904
"Reijonen-Uibopuu, Tuuli","ks. Reijonen, Tuuli",369,369,1,19,1,Tuuli Reijonen-Uibopuu,
"Relander, Anna Inkeri","ks. Aston, Denys",369,369,1,16,1,Anna Inkeri Relander,
"Renvall, Viola",Saga Viola Magdalena Renvall-Krokfors,369,370,87,3524,0,Viola Renvall,6.4.1905
"Renvall-Krokfors, Viola","ks. Renvall, Viola",370,370,1,18,1,Viola Renvall-Krokfors,
"Repo, Annikki","ks. Rasti, Annikki",370,370,1,18,1,Annikki Repo,
"Reponen, Sulo Helmuth Kalervo",,370,370,40,1487,0,Sulo Helmuth Kalervo Reponen,5.6.1894
"Reuter, Kurt",,370,370,3,92,0,Kurt Reuter,
Rietu K.,Tuomas Edward Karhu,370,370,20,793,0,Rietu K.,21.12.1892
"Riipinen, Hilja Elisabeth",,370,370,21,909,0,Hilja Elisabeth Riipinen,30.6.1883
"Rintanen, Hilda","ks. Mela, Elvi",370,370,1,14,1,Hilda Rintanen,
"Ripatti, August","ks. Rautala, Aku",370,371,2,44,1,August Ripatti,
"Risku, S.E.",Samuel Emil Risku,371,371,8,302,0,S.E. Risku,2.12.1890
"Rislakki, Ensio",ks. Valentin,371,371,1,12,1,Ensio Rislakki,
"Ritna, Marja","ks. Karto, Anitra",371,371,1,17,1,Marja Ritna,
"Ritvala, M.","ks. Waltari, Mika",371,371,1,17,1,M. Ritvala,
"Riutta, Jaakko","ks. Halme, Yrjö",371,371,1,15,1,Jaakko Riutta,
"Rio, S.A.","Sakari Aleksander Ruotsalo, aik. Burman",371,371,13,500,0,S.A. Rio,17.5.1869
"Roine, Raul Rafael",,371,372,179,7068,0,Raul Rafael Roine,14.1.1907
"Roivio, Raimo","ks. Rautio, Markus",372,372,1,18,1,Raimo Roivio,
"Roland, Stephan",Elna Roos,372,372,6,222,0,Stephan Roland,25.11.1905
"Ronne, Antero",,372,373,2,75,0,Antero Ronne,
"Roos, Elna","ks. Roland, Stephan",373,373,1,19,1,Elna Roos,
"Roos, Veera Armida",o.s. Juvelius,373,373,21,838,0,Veera Armida Roos,7.1.1882
"Rothsten, Urho Elias",,373,373,7,270,0,Urho Elias Rothsten,16.2.1912
"Routa, Jussi",Erkki Juho Pakkala,373,373,30,1147,0,Jussi Routa,27.4.1899
"Rovia, Marja","ks. Huttunen, Sylva",373,373,1,19,1,Marja Rovia,
"Ruin, Hans Waldemar",,373,374,120,5177,0,Hans Waldemar Ruin,18.6.1891
"Ruokosalmi, A.","ks. Heinäsalmi, Asarias",374,374,1,23,1,A. Ruokosalmi,
"Ruotsalainen, J.F.",Johan Fredrik Ruotsalainen,374,374,20,782,0,J.F. Ruotsalainen,27.7.1877
"Ruotsalainen, Paavo",,374,375,61,2201,0,Paavo Ruotsalainen,18.4.1887
"Ruotsalo, S.A.","ks. Rio, S.A.",375,375,1,13,1,S.A. Ruotsalo,
"Ruovala, K.","ks. Nuorvala, Kaarlo",375,375,1,20,1,K. Ruovala,
"Ruovala, N.","ks. Nuorvala, Kaarlo",375,375,1,20,1,N. Ruovala,
"Ruth, H.R.","ks. Halli, H.R.",375,375,1,15,1,H.R. Ruth,
"Rydberg, Kaisu-Mirjami","Karin Alm, Eino Jalas, Utelias; Karin Aino Mirjami Rydberg",375,376,55,2238,0,Kaisu-Mirjami Rydberg,
"Ryding, Franz",,376,376,7,318,0,Franz Ryding,
"Rydman, Maja",Maj-Lis von Wachenfeldt,376,376,8,290,0,Maja Rydman,4.9.1911
"Rytkönen, Ahti Aarno",,376,376,26,1087,0,Ahti Aarno Rytkönen,23.3.1899
"Ryömä, Elvi","ks. Sinervo, Elvi",376,376,1,17,1,Elvi Ryömä,
"Räikkönen, Erkki Aleksanteri",,376,377,55,2254,0,Erkki Aleksanteri Räikkönen,13.8.1900
"Räisänen, Oki",Oskari Wilhelm Räisänen,377,377,15,583,0,Oki Räisänen,9.4.1886
"Räisänen, Yrjö","ks. Punanen, Sasu",377,377,1,17,1,Yrjö Räisänen,
"Röösgren, Liina",,377,377,6,144,0,Liina Röösgren,
S.S.,,377,377,1,17,0,S.S.,
"Saalasti, Lauri",,377,377,6,234,0,Lauri Saalasti,17.4.1903
"Saar, Senja","ks. Aston, Denys",377,377,1,16,1,Senja Saar,
"Saarelainen, Eljas","ks. Ollikainen, Eetu",377,377,1,20,1,Eljas Saarelainen,
Saaren Pekka,"ks. Ahti, Eino H.",377,377,1,17,1,Saaren Pekka,
"Saarenheimo, Mikko","Sulo Mikael Saarenheimo, v:een 1906 Rask",377,378,28,1201,0,Mikko Saarenheimo,2.10.1887
"Saarenmaa, Erkki",Esko Saario; Eino Edvard Augustinus Cederberg,378,378,99,4002,0,Erkki Saarenmaa,21.8.1889
"Saarenpää, Aarre Emanuel",v:een 1906 Herckman,378,378,10,364,0,Aarre Emanuel Saarenpää,14.11.1886
"Saari, Sirkka",Kyllikki Suortti; Sirkka Kyllikki Suortti,378,379,20,811,0,Sirkka Saari,8.12.1913
"Saarinen, Elias Daniel",,379,379,62,2367,0,Elias Daniel Saarinen,5.9.1896
"Saarinen, Elis",,379,379,1,23,0,Elis Saarinen,
"Saarinen, Emil","ks. Lehtonen, Amalia",379,379,1,20,1,Emil Saarinen,
"Saarinen, Jorma",,379,379,4,142,0,Jorma Saarinen,
"Saario, Esko","ks. Saarenmaa, Erkki",379,379,1,20,1,Esko Saario,
"Saarisalo, Akseli Aapeli",v:een 1906 Österman,379,380,106,4411,0,Akseli Aapeli Saarisalo,22.6.1896
"Sadeniemi, Ilmi Salme Sinikka",Salme Aava,380,381,45,1746,0,Ilmi Salme Sinikka Sadeniemi,2.6.1909
"Sahlberg, Elsa","ks. Sarro, Elsa",381,381,1,15,1,Elsa Sahlberg,
"Saimala, Väinö","ks. Selki, Väinö",381,381,1,16,1,Väinö Saimala,
"Sainio, J.E.",Johan Emil Sainio,381,381,19,722,0,J.E. Sainio,19.11.1889
"Sakari, Toivo",,381,381,4,178,0,Toivo Sakari,
"Sala, Samuli","ks. Snellman, Aku",381,381,1,17,1,Samuli Sala,
Salamoni,Akseli Miinala,381,381,3,83,0,Salamoni,
"Salava, Irmeli",,381,381,4,120,0,Irmeli Salava,
"Salava, L.A.","Lauri Alfred Salava, v:een 1905 Stampell",381,382,53,2168,0,L.A. Salava,8.4.1894
"Salla, Aino",Donna Monica; Aina Matilda Viitainoja,382,382,14,497,0,Aino Salla,25.12.1904
"Salla, Irja",Taju Birgitta Tiara Rantalainen,382,383,76,3222,0,Irja Salla,5.1.1912
